"IN RECOGNITION OF CLEVELAND TENANTS ORGANIZATION; Congressional Record Vol. 157, No. 160",https://www.congress.gov/congressional-record/volume-157/issue-160/extensions-of-remarks-section/article/E1906-1,10/24/2011,,157,160,E1906
"IN RECOGNITION OF BOISE RESCUE MISSION; Congressional Record Vol. 154, No. 105",https://www.congress.gov/congressional-record/volume-154/issue-105/extensions-of-remarks-section/article/E1323-1,06/24/2008,,154,105,E1323
"PAYING TRIBUTE TO KATHLEEN DYE; Congressional Record Vol. 153, No. 25",https://www.congress.gov/congressional-record/volume-153/issue-25/extensions-of-remarks-section/article/E299-4,02/09/2007,,153,25,E299
"RECOGNIZING MR. RONALD L. BOOK; Congressional Record Vol. 152, No. 25",https://www.congress.gov/congressional-record/volume-152/issue-25/extensions-of-remarks-section/article/E260-4,03/02/2006,,152,25,E260
"IN HONOR OF THE 16TH ANNIVERSARY OF LET'S CELEBRATE, INC.; Congressional Record Vol. 144, No. 44",https://www.congress.gov/congressional-record/volume-144/issue-44/extensions-of-remarks-section/article/E599-2,04/21/1998,,144,44,E599
"STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 155, No. 168",https://www.congress.gov/congressional-record/volume-155/issue-168/senate-section/article/S11346-1,11/10/2009,,155,168,S11346
"WORK FORCE DEVELOPMENT ACT OF 1995; Congressional Record Vol. 141, No. 157",https://www.congress.gov/congressional-record/volume-141/issue-157/senate-section/article/S14962-2,10/11/1995,,141,157,S14962
"Daily Digest/COMMITTEE MEETINGS FOR 2019-09-20; Congressional Record Vol. 165, No. 151",https://www.congress.gov/congressional-record/volume-165/issue-151/daily-digest/article/D1040-1,09/19/2019,,165,151,D1040
"ADDRESSING THE UNEMPLOYMENT SYSTEM IN CALIFORNIA; Congressional Record Vol. 170, No. 181",https://www.congress.gov/congressional-record/volume-170/issue-181/house-section/article/H6423-1,12/06/2024,,170,181,H6423
"JEFFERSON CENTER FOR MENTAL HEALTH; Congressional Record Vol. 164, No. 28",https://www.congress.gov/congressional-record/volume-164/issue-28/extensions-of-remarks-section/article/E170-4,02/13/2018,,164,28,E170
"HONORING MS. MARIA GUEVARA; Congressional Record Vol. 162, No. 43",https://www.congress.gov/congressional-record/volume-162/issue-43/extensions-of-remarks-section/article/E338-1,03/17/2016,,162,43,E338
"Text of Senate Amendment 2833; Congressional Record Vol. 161, No. 170",https://www.congress.gov/congressional-record/volume-161/issue-170/senate-section/article/S8108-3,11/18/2015,,161,170,S8108
"IN RECOGNITION OF THE 45TH ANNIVERSARY OF SOS COMMUNITY SERVICES; Congressional Record Vol. 161, No. 121",https://www.congress.gov/congressional-record/volume-161/issue-121/extensions-of-remarks-section/article/E1183-2,07/29/2015,,161,121,E1183
"RECOGNIZING RODGER C. COLLINS; Congressional Record Vol. 160, No. 81",https://www.congress.gov/congressional-record/volume-160/issue-81/extensions-of-remarks-section/article/E842-5,05/28/2014,,160,81,E842
"HOMES FOR HEROES ACT; Congressional Record Vol. 158, No. 52",https://www.congress.gov/congressional-record/volume-158/issue-52/house-section/article/H1744-6,03/29/2012,,158,52,H1744
"HONORING MR. ELMER DUCKINFIELD; Congressional Record Vol. 155, No. 56",https://www.congress.gov/congressional-record/volume-155/issue-56/extensions-of-remarks-section/article/E856-2,04/02/2009,,155,56,E856
"NATIONAL SAFE PLACE WEEK; Congressional Record Vol. 155, No. 47",https://www.congress.gov/congressional-record/volume-155/issue-47/house-section/article/H3532-2,03/18/2009,,155,47,H3532
"TESTIMONY OF MICHELE DE JESU; Congressional Record Vol. 149, No. 148",https://www.congress.gov/congressional-record/volume-149/issue-148/extensions-of-remarks-section/article/E2108-4,10/21/2003,,149,148,E2108
"TRIBUTE TO CONGRESSMAN TONY HALL; Congressional Record Vol. 148, No. 105",https://www.congress.gov/congressional-record/volume-148/issue-105/extensions-of-remarks-section/article/E1459-1,07/29/2002,,148,105,E1459
"IN SPECIAL RECOGNITION OF PEGGY RODGERS; Congressional Record Vol. 145, No. 155",https://www.congress.gov/congressional-record/volume-145/issue-155/extensions-of-remarks-section/article/E2286-5,11/05/1999,,145,155,E2286
"LEGISLATIVE ASSAULT ON OUR CITIES; Congressional Record Vol. 141, No. 141",https://www.congress.gov/congressional-record/volume-141/issue-141/house-section/article/H8732-3,09/12/1995,,141,141,H8732
"FOSTER CARE INDEPENDENCE ACT OF 1999; Congressional Record Vol. 145, No. 165",https://www.congress.gov/congressional-record/volume-145/issue-165/senate-section/article/S15201-4,11/19/1999,,145,165,S15201
"RECOGNIZING WYATT DICKINSON, EAGLE SCOUT; Congressional Record Vol. 171, No. 122",https://www.congress.gov/congressional-record/volume-171/issue-122/extensions-of-remarks-section/article/E679-1,07/16/2025,,171,122,E679
"HONORING CONNOR FRANTZ FOR HIS WORK WITH VETERANS; Congressional Record Vol. 164, No. 161",https://www.congress.gov/congressional-record/volume-164/issue-161/extensions-of-remarks-section/article/E1332-1,09/28/2018,,164,161,E1332
"IN HONOR OF THE SILVER STAR FAMILIES OF AMERICA; Congressional Record Vol. 155, No. 65",https://www.congress.gov/congressional-record/volume-155/issue-65/extensions-of-remarks-section/article/E1023-4,04/30/2009,,155,65,E1023
"FULL CIRCLE: TURNING LIVES AROUND; Congressional Record Vol. 150, No. 133",https://www.congress.gov/congressional-record/volume-150/issue-133/extensions-of-remarks-section/article/E2034-1,11/18/2004,,150,133,E2034
"A TRIBUTE TO DAVE KULCHIN; Congressional Record Vol. 149, No. 74",https://www.congress.gov/congressional-record/volume-149/issue-74/extensions-of-remarks-section/article/E992-1,05/19/2003,,149,74,E992
"SALUTE TO DISTRICT OF COLUMBIA YOUTH VOLUNTEERS; Congressional Record Vol. 146, No. 54",https://www.congress.gov/congressional-record/volume-146/issue-54/extensions-of-remarks-section/article/E645-3,05/04/2000,,146,54,E645
"RECOGNIZING MORNINGSTAR MISSION AS AN OUTSTANDING HUMAN SERVICE AGENCY AND GLEN MARCUM AS AN OUTSTANDING INDIVIDUAL IN HUMAN SERVICES; Congressional Record Vol. 162, No. 62",https://www.congress.gov/congressional-record/volume-162/issue-62/extensions-of-remarks-section/article/E562-3,04/21/2016,,162,62,E562
"RECOGNIZING THE 25TH ANNIVERSARY OF PASTOR CLINTON HOUSE AND DR. MARY L. HOUSE'S PASTORAL SERVICE WITH MOUNTAINTOP FAITH MINISTRIES; Congressional Record Vol. 161, No. 134",https://www.congress.gov/congressional-record/volume-161/issue-134/senate-section/article/S6798-5,09/17/2015,,161,134,S6798
,https://www.congress.gov/bound-congressional-record/1986/06/05/132/house-section/article/12544-12625,06/05/1986,,132,,12544-12625
"EXPRESSING THE CONDOLENCES OF THE HOUSE ON THE DEATH OF DIANA, PRINCESS OF WALES; Congressional Record Vol. 143, No. 115",https://www.congress.gov/congressional-record/volume-143/issue-115/house-section/article/H6898-1,09/04/1997,,143,115,H6898
"Daily Digest/House Committee Meetings; Congressional Record Vol. 159, No. 120",https://www.congress.gov/congressional-record/volume-159/issue-120/daily-digest/article/D859-1,09/12/2013,,159,120,D859
"EXPLAINING THE SCHOOL LUNCH PROGRAM TO CHILDREN
  (Ms. SLAUGHTER asked and was given permission to address the House 
for 1 minute and to revise and extend her remarks.)
  Ms. SLAUGHTER. Mr...; Congressional Record Vol. 141, No. 37",https://www.congress.gov/congressional-record/volume-141/issue-37/house-section/article/H2319-3,02/28/1995,,141,37,H2319
"HONORING THE SERVICE OF TIM O'KEEFE; Congressional Record Vol. 168, No. 189",https://www.congress.gov/congressional-record/volume-168/issue-189/extensions-of-remarks-section/article/E1225-3,12/06/2022,,168,189,E1225
"HONORING ZOE ROYER; Congressional Record Vol. 166, No. 169",https://www.congress.gov/congressional-record/volume-166/issue-169/extensions-of-remarks-section/article/E895-4,09/29/2020,,166,169,E895
"RECOGNIZING RUSSELL ``ROOSTER'' VALENTI; Congressional Record Vol. 166, No. 19",https://www.congress.gov/congressional-record/volume-166/issue-19/house-section/article/H703-4,01/29/2020,,166,19,H703
"ADDITIONAL STATEMENTS; Congressional Record Vol. 161, No. 184",https://www.congress.gov/congressional-record/volume-161/issue-184/senate-section/article/S8791-3,12/17/2015,,161,184,S8791
"COMMENDING ZACH BONNER; Congressional Record Vol. 156, No. 2",https://www.congress.gov/congressional-record/volume-156/issue-2/extensions-of-remarks-section/article/E9-3,01/12/2010,,156,2,E9
,https://www.congress.gov/bound-congressional-record/1987/04/03/133/senate-section/article/7883-8005,04/03/1987,,133,,7883-8005
"RECOGNIZING THE 150TH ANNIVERSARY OF FIRST PRESBYTERIAN CHURCH OF ASHLAND; Congressional Record Vol. 171, No. 118",https://www.congress.gov/congressional-record/volume-171/issue-118/senate-section/article/S4284-2,07/09/2025,,171,118,S4284
"CYCLING FOR HOPE THE MISSION; Congressional Record Vol. 170, No. 80",https://www.congress.gov/congressional-record/volume-170/issue-80/house-section/article/H2949-6,05/08/2024,,170,80,H2949
"HONORING THE IMPRESSIVE SERVICE OF BETHANY MOULTRY; Congressional Record Vol. 170, No. 16",https://www.congress.gov/congressional-record/volume-170/issue-16/extensions-of-remarks-section/article/E85-2,01/29/2024,,170,16,E85
"RECOGNIZING MILITARY MISSIONS IN ACTION; Congressional Record Vol. 165, No. 196",https://www.congress.gov/congressional-record/volume-165/issue-196/senate-section/article/S6901-3,12/09/2019,,165,196,S6901
"WELCOMING REVEREND M. DAVIES KIRKLAND; Congressional Record Vol. 163, No. 100",https://www.congress.gov/congressional-record/volume-163/issue-100/house-section/article/H4865-6,06/13/2017,,163,100,H4865
"Text of Senate Amendment 1041; Congressional Record Vol. 161, No. 51",https://www.congress.gov/congressional-record/volume-161/issue-51/senate-section/article/S2070-6,03/26/2015,,161,51,S2070
"HONORING RUTH ARDEN; Congressional Record Vol. 156, No. 56",https://www.congress.gov/congressional-record/volume-156/issue-56/extensions-of-remarks-section/article/E588-3,04/20/2010,,156,56,E588
"HONORING GUEST CHAPLAIN, JOHN L. BEAVER, NATIONAL CHAPLAIN, THE AMERICAN LEGION; Congressional Record Vol. 156, No. 38",https://www.congress.gov/congressional-record/volume-156/issue-38/extensions-of-remarks-section/article/E389-2,03/16/2010,,156,38,E389
"HONORING THE SARASOTA SOUTH ELKS LODGE #2495; Congressional Record Vol. 154, No. 82",https://www.congress.gov/congressional-record/volume-154/issue-82/extensions-of-remarks-section/article/E965-3,05/19/2008,,154,82,E965
"TRIBUTE TO DOROTHY L. MOORE; Congressional Record Vol. 151, No. 50",https://www.congress.gov/congressional-record/volume-151/issue-50/extensions-of-remarks-section/article/E748-2,04/22/2005,,151,50,E748
"NEW JERSEY COMMUNITY DEVELOPMENT CORPORATION; Congressional Record Vol. 150, No. 131",https://www.congress.gov/congressional-record/volume-150/issue-131/senate-section/article/S11368-2,11/16/2004,,150,131,S11368
"AMVETS DEPARTMENT COMMANDER REGIS W. RILEY; Congressional Record Vol. 150, No. 77",https://www.congress.gov/congressional-record/volume-150/issue-77/senate-section/article/S6480-1,06/04/2004,,150,77,S6480
"A SALUTE TO HENRY F. MOZELL ON HIS RETIREMENT; Congressional Record Vol. 146, No. 102",https://www.congress.gov/congressional-record/volume-146/issue-102/extensions-of-remarks-section/article/E1412-3,09/06/2000,,146,102,E1412
"TRIBUTE TO THE MEDIA; Congressional Record Vol. 145, No. 54",https://www.congress.gov/congressional-record/volume-145/issue-54/extensions-of-remarks-section/article/E701-1,04/20/1999,,145,54,E701
"TRIBUTE TO ROBERT CONDON; Congressional Record Vol. 145, No. 39",https://www.congress.gov/congressional-record/volume-145/issue-39/senate-section/article/S2607-2,03/11/1999,,145,39,S2607
"MONTCLAIR DAYS OF CARING; Congressional Record Vol. 142, No. 64",https://www.congress.gov/congressional-record/volume-142/issue-64/extensions-of-remarks-section/article/E746-2,05/09/1996,,142,64,E746
"VETERANS HOUSING, EMPLOYMENT PROGRAMS, AND EMPLOYMENT RIGHTS BENEFITS ACT OF 1995; Congressional Record Vol. 141, No. 199",https://www.congress.gov/congressional-record/volume-141/issue-199/extensions-of-remarks-section/article/E2363-2,12/14/1995,,141,199,E2363
"CONGRATULATING YMCA OF THE ROSES CEO AND PRESIDENT LARRY RICHARDSON ON HIS RETIREMENT; Congressional Record Vol. 171, No. 101",https://www.congress.gov/congressional-record/volume-171/issue-101/extensions-of-remarks-section/article/E564-3,06/12/2025,,171,101,E564
"RECOGNIZING THE SERVICE OF COMMISSIONER ANTONIO WILLIAMS OF WAYNE COUNTY, NORTH CAROLINA; Congressional Record Vol. 170, No. 190",https://www.congress.gov/congressional-record/volume-170/issue-190/extensions-of-remarks-section/article/E1324-5,12/20/2024,,170,190,E1324
"HONORING KAYDENCE TATE ON RECEIVING THE 2024 YOUTH OF THE YEAR AWARD; Congressional Record Vol. 170, No. 33",https://www.congress.gov/congressional-record/volume-170/issue-33/extensions-of-remarks-section/article/E170-2,02/23/2024,,170,33,E170
"COMMEMORATING THE KIWANIS CLUB OF PASADENA CENTENNIAL ANNIVERSARY; Congressional Record Vol. 166, No. 40",https://www.congress.gov/congressional-record/volume-166/issue-40/extensions-of-remarks-section/article/E232-3,02/28/2020,,166,40,E232
"IN RECOGNITION OF THE 110TH ANNIVERSARY OF DETROIT RESCUE MISSION MINISTRIES; Congressional Record Vol. 165, No. 161",https://www.congress.gov/congressional-record/volume-165/issue-161/extensions-of-remarks-section/article/E1280-1,10/11/2019,,165,161,E1280
"IN RECOGNITION OF THE CLEVELAND MEDIATION CENTER; Congressional Record Vol. 157, No. 174",https://www.congress.gov/congressional-record/volume-157/issue-174/extensions-of-remarks-section/article/E2045-2,11/15/2011,,157,174,E2045
"IN HONOR OF THE 55TH ANNIVERSARY OF RECOVERY RESOURCES; Congressional Record Vol. 156, No. 151",https://www.congress.gov/congressional-record/volume-156/issue-151/extensions-of-remarks-section/article/E1970-2,11/18/2010,,156,151,E1970
"IN RECOGNITION OF ADOPT-A-CAT MONTH OF THE AMERICAN HUMANE ASSOCIATION; Congressional Record Vol. 156, No. 67",https://www.congress.gov/congressional-record/volume-156/issue-67/extensions-of-remarks-section/article/E776-4,05/06/2010,,156,67,E776
"TRIBUTE TO MOTHER ANN PARROTT ON HER 80TH BIRTHDAY; Congressional Record Vol. 151, No. 37",https://www.congress.gov/congressional-record/volume-151/issue-37/extensions-of-remarks-section/article/E531-5,04/05/2005,,151,37,E531
"IN HONOR OF JACOB KASKEY; Congressional Record Vol. 146, No. 34",https://www.congress.gov/congressional-record/volume-146/issue-34/extensions-of-remarks-section/article/E401-5,03/23/2000,,146,34,E401
"A TRIBUTE TO REVEREND THEBO AND THE OPEN DOOR MISSION; Congressional Record Vol. 144, No. 120",https://www.congress.gov/congressional-record/volume-144/issue-120/extensions-of-remarks-section/article/E1704-3,09/11/1998,,144,120,E1704
"TRIBUTE TO MR. BILL CROOKSTON; Congressional Record Vol. 143, No. 58",https://www.congress.gov/congressional-record/volume-143/issue-58/extensions-of-remarks-section/article/E858-4,05/07/1997,,143,58,E858
"IN HONOR OF 2006 LILLY REINTEGRATION AWARD HONORS CONNECTIONS COMMUNITY SUPPORT PROGRAMS, INC.; Congressional Record Vol. 152, No. 125",https://www.congress.gov/congressional-record/volume-152/issue-125/extensions-of-remarks-section/article/E1973-4,09/29/2006,,152,125,E1973
,https://www.congress.gov/bound-congressional-record/1987/03/02/133/daily-digest/article/97-99,03/02/1987,,133,,97-99
"PERSONAL EXPLANATION; Congressional Record Vol. 153, No. 84",https://www.congress.gov/congressional-record/volume-153/issue-84/house-section/article/H5564-1,05/22/2007,,153,84,H5564
"Introductory Statement on S. 1076; Congressional Record Vol. 145, No. 73",https://www.congress.gov/congressional-record/volume-145/issue-73/senate-section/article/S5587-3,05/19/1999,,145,73,S5587
"Daily Digest/House of Representatives; Congressional Record Vol. 155, No. 53",https://www.congress.gov/congressional-record/volume-155/issue-53/daily-digest/article/D338-1,03/30/2009,,155,53,D338
"INTERIOR, ENVIRONMENT, FINANCIAL SERVICES, AND GENERAL GOVERNMENT APPROPRIATIONS ACT, 2019; Congressional Record Vol. 164, No. 124",https://www.congress.gov/congressional-record/volume-164/issue-124/senate-section/article/S5230-1,07/24/2018,,164,124,S5230
"Daily Digest/House of Representatives; Congressional Record Vol. 167, No. 85",https://www.congress.gov/congressional-record/volume-167/issue-85/daily-digest/article/D525-1,05/17/2021,,167,85,D525
"ADDITIONAL COSPONSORS; Congressional Record Vol. 161, No. 127",https://www.congress.gov/congressional-record/volume-161/issue-127/senate-section/article/S6434-3,08/06/2015,,161,127,S6434
